sentiment,text
positive,@sachiclayton welcome home!  i love you sach. 
positive,@eddidit I guess your sickness was being allergic to work 
positive,is getting ready for pub crawl in Boston 
positive,@timothydclark @wossy Still awesome 
positive,@morggiemae hahaha i know! i'll work hard to be a better person! 
positive,@xxcraziismilexx omg! no way?! lmao thats awesome! 
positive,@killerloop  I had the same feeling... nice idea building it using Adobe Air
positive,@selenagomez hey selena! i just listened to the song &quot;Selena Gomez&quot; by Greg Kurka and its awesome! i wonder.. have you heard it? 
positive,"At mad city, going home at one "
positive,is happy even though it's raining; there is no reason to not smile everyday!!! 
positive,Waiting for Rachel! HURRYYYYY UPPPPPPP 
positive,going to my steel pan performance at the beach 
positive,@amous you know you're welcome 
positive,looking at my new prom pictures 
positive,"are going to make food!  jookern is here fucking around, and im following her to a bday party later."
positive,my life is amazing 
positive,"In the Vette, driving to Dallas to pay respects to the King "
positive,@LilyLRatliff congrats on the gigs! and the book sales  feel free to contact me anytime.
positive,Up at 7.30 to take Ari to football. Only 8 showed up so 8 v 11 again! Only lost 4-0! Now for the Blues v the Arse. 4-0 will do me! 
positive,@therendy 4hours boom boom  http://www.4hoursmusic.com
positive,Shower time 
positive,will now party after working hard today. 
positive,Good Morning Everyone!!  
positive,@iBetaTest Yep - stop holding my breath 
positive,@WeddingRadio liking Twibes...thanks for the tip! Off to create my own 
positive,Headed to UT for the Orange &amp; White game!! ...but who will we root for? 
positive,@bevashwell  Your positivity knows no bounds  I reckon 3-1. We will want it more than them. Torres will score at least a brace!
positive,@1LovelyDreamer then Walmart it is 
positive,Back in Stoke on my lonesome  Only two weeks to go though. And then I shall be freeeeeeeeee 
positive,@ricklight Have fun  I too am pubbing it at Rufus T Firefly in town tonight.
positive,rockin it out on saturday 
positive,@misswired ok but I will ask EVERY time I see you from now until eternity 
positive,"@chrisilluminati Used to be parmesan cheese, and now that I'm off cheese I make a vegan version that I still use on everything "
positive,"@THE_REAL_SHAQ So you only follow STARS?!? I'm your biggest fan! I'm not asking to see you, I'm just saying follow me terd! "
positive,3 weeks 6days to prom  i cant wait 
positive,"@melissamelisse in a pinch, seems like it could be pulled off. and my room is spotless, of course "
positive,"Going to make a day in columbus... Zoo, malls and possibly bars "
positive,"@vickie_allport not usually, but when you have a really old car it happens a lot i think "
positive,what a day if we get a summer lik this there will be no boston n july may da sun and da beer flow 
positive,shit i think i have to write my own pagination then! anybody having a good one to share with me 
positive,finally getting out of the cold weather and living in the moment of the heat 
positive,i guess im stuck at home??~ no dance today  - BUT i miss  everyone &lt;3
positive,going to bikeriding  again second time today
positive,@dividedsequence  hey so the lesson tomorrow is at 9:30 you should come its only me in it 
positive,"@angie_seattle I hope so, too "
positive,@A_La_Rue never tried computer scrabble (maybe I should). I'm not very good anyway (you wouldn't have to bend rules to beat me) 
positive,"Doing some household chores. But I'm having fun with it, surprisingly. "
positive,Second chances don't come by often enough. =/ Happy Sabbath! 
positive,Testing Twitter 
positive,Going golfing today!!  
positive,Playing the wii fit! haha 
positive,@shellieartist yay for green fingers. 
positive,@Lint1- Slane Castle Is In Ireland 
positive,wow its a bit quiet....crystal have you fallen asleep....and i think someone is cheating on me.....tut...LOL. joking 
positive,"@mkinyon perfect, and an instant scratch off once it's written down. Brilliant! "
positive,is updating her blog - my itsy bitsy mini tribute to M'sian rappers coming up 
positive,@BrokenBritain 4hours boom boom  http://www.4hoursmusic.com
positive,@NathanFillion just watched that and I had to make a point of figuring out which one he was  Hilarious - thanks for the laughs and songs!
positive,@siriuslyheather No. Still sitting. Prime says they're short on loads.  Hopefully soon 
positive,@sherrilynkenyon I have a dog your cat can eat 
positive,@WillBeLaughter You're welcome! Hope you have an awesome day. 
positive,http://twitpic.com/3iw2g - Here come the girls 
positive,@ipodtouch15 thanks doll 
positive,"Hello everyone, Im a new member.. Thank You all so much for being my friend! "
positive,"Being lazy and bored. Thinking I'd want to do something really weird.. Hmmm, joining twitter apparently wasn't weird enough. "
positive,vegasss bound 
positive,@superduperkya oh ok then i will see you later pretty lady. 
positive,@meghankathleen enjoy the weekend  finally sent you the facebook page feedback and a reply to our earlier discussion. Have fun hiking!
positive,@nycgrl88 Good morning sleepy head 
positive,Marley Phillips is starting to get things ready for next year  and probably painting the house today. http://tinyurl.com/cldtp9
positive,@Ginaatl Yeah please do!! 
positive,@souljaboytellem umm we should totally play  add me! MOBxQUEENxLaLa
positive,@CourtneyEllyse Just as you shouldn't! Haha. 
positive,I'm hungry...and I don't wanna get outta bed I just want to be lazy! 
positive,is glad I did what I did and didn't settle....back to Jenny time now 
positive,@perezhilton Hey ! hope your meal was fabulous  xx
positive,@fayroberts Oh? What made the day so intense? (((hugs and hugs)) 
positive,@thejasonpaul How exciting! 
positive,Give someone you love a hug 
positive,all you need is love tataratata! all you need is love tatarata! all together now  everybody  all you need is love tatarata! aaa so good!
positive,Jason Mraz makes my day. Party tonight. 
positive,thanks @mattthein  i am!
positive,going to the orange &amp; blue game 
positive,CCS here I come... 
positive,@addiiee Your life is Sooooo Not Boring. 
positive,me and my sister are making a youtube video 
positive,just had a hiccup fit lol 
positive,"@sean_mac glad youre good !  Anyways, wow it's like 30 C outside ! I jammed with a friend of mine today in the garden. I LOVE the sun!!"
positive,aw yay! @britneyspears got a million followers now too.  whose next? =o
positive,@Thebtls yes. 
positive,"@sarahmerion i did not, although i probably should "
positive,"4.5 hours and counting til vacation...  what am i doing on vacation? NOTHING  Reading, relaxing, visiting my mom, maybe fishing with hubby"
positive,"@mayatheb Hey there Sis, how are you? "
positive,"@BizarreJC NOPE - don't have to move because it's the ONLY online PhD program in country, so I can be ANYWHERE, "
positive,"@mkmccarthy lol no, it was just for my TopDocs blog... "
positive,@ubearbear ???? edmund poon ? d  
positive,"On the plane, on our way, going silent for a bit "
positive,@pinwheelgirl Fly .. off that stick then... whoosh! Enjoy your day.. 
positive,@CenkBasoglu you are a freak!!!! 
positive,Twittering imtoxicated lololol  &lt;3
positive,@wiselady nice to find you here wise cousin 
positive,Keyboard Cathy - &quot;Sashimi&quot;  http://tinyurl.com/dn43jo
positive,is enjoyin this gorgeous weather in NYC! Bout to get my city on! 
positive,@redduffman Nice!  Good choice...  
positive,sunshine is out 
positive,Sister's bridal shower today.  Weather is suppose to be oober nice today too.
positive,@SeanMoffit. Except I can't be a brother but 140 doesn't allow for correct genomes. At times. You just made me book a ticket. 
positive,@MsCatou mmmm ... pancakes! sounds like you could use some coffee too 
positive,"@rkref Look forward to connecting. (and reading your live tweets) I may do some as well, or live blogging, or both. "
positive,@JohnLloydTaylor @greggarbo @JackLawless @Jonasbrothers have a great show tonight guys! wish i could be there! 
positive,"@DonnieWahlberg HOLLA!!! Just chilling, on my way to buy some maple syrup (mmm..). What's up with you? Hope you're having a great morning "
positive,"Up early on a Saturday.  Need to run a couple of errands, then off to  Ancient Egypt.  "
positive,"@PaulDuxbury &quot;Duxbury's have been here since pre 1066&quot; That's amazing! You SHOULD be interested in genealogy, if not geology "
positive,@NatalieGrant Have you tried Oil of Oregano? It does wonders when you have a cold or flu. 
positive,@combustionglass That is AWESOME. 
positive,Just woke up to the sounds of my mother singing &quot;Pah pah pah poker face... Pah pah poker face.&quot; 
positive,it's a beautiful day at the oasis 
positive,@AlBoeBNO So funny! 
positive,Good Luck on QVC Ellen 
positive,"@acummings not looking for the link, already read it, it's about Bill redoing his "
positive,"@Oprah I hear ya Oprah   It's nice to reset, refocus, and then engage the tasks before us."
positive,"@arianalove it is, it is  i miss d.c. though; i know it's gonna be gorgeous out there!"
positive,@lukeanderson and I'm just replying. That's what the feature is for... 
positive,Myspace Is Updated So Go Check It Out  Added New Songs  Miss The Downtown Fiction Boys- Cameron David and Eric &lt;3
positive,working and it sucks! 
positive,"@wethetravis http://twitpic.com/3i648 - aww    that was a great show, though! xD"
positive,"@Celestial_Song Haha, awww! I do what I can "
positive,Hooray for sleepy bike rides to the store to get some champ for mimosas 
positive,@SirenSongTX just his voice   Good morning.  Hows the weather in your neck of the woods
positive,@goks goks how are you..where are u now? want to talk to you to get some kinda advice 
positive,cleaning my rooom 
positive,About to head down to photograph the Umoja Expo &amp; Festival at FIU Biscayne Bay. http://www.umojaexpo.webs.com/     #fb
